Origen,Destino,Distancia_km,Desnivel,Consumo_Wh
26.0,29.0,3.0791,-18.0,39.76785
26.0,30.0,5.0107,-48.0,62.84445000000001
26.0,31.0,4.1075,-31.0,52.35125
26.0,32.0,1.7972000000000001,-4.0,23.8622
26.0,33.0,7.780600000000001,-3.0,104.73810000000002
26.0,34.0,6.2513000000000005,-45.0,79.89255
26.0,35.0,6.8008999999999995,-30.0,88.81214999999999
26.0,36.0,3.2138,-33.0,40.0863
26.0,37.0,8.958200000000001,-30.0,117.93570000000003
26.0,38.0,5.9053,-18.0,77.92155000000001
26.0,39.0,6.0903,-32.0,79.01905
27.0,0.0,5.2399,6.0,71.33864999999999
27.0,1.0,2.0675,-28.0,25.11125
27.0,2.0,6.9639,-24.0,91.61264999999999
27.0,3.0,6.9859,7.0,95.00965000000001
27.0,4.0,5.492,24.0,76.542
27.0,5.0,2.7505,-8.0,36.33175000000001
27.0,6.0,3.4246999999999996,12.0,47.43345
27.0,7.0,3.651,34.0,52.6885
27.0,8.0,6.0161999999999995,16.0,82.81869999999999
27.0,9.0,3.3350999999999997,-19.0,43.12385
27.0,10.0,4.9254,-19.0,64.59289999999999
27.0,11.0,9.545200000000001,-4.0,128.46020000000001
27.0,12.0,9.5251,-7.0,127.88885
27.0,13.0,10.5284,-4.0,141.7334
27.0,14.0,11.0442,-12.0,147.8967
27.0,15.0,8.0066,4.0,108.48910000000001
27.0,16.0,7.2816,5.0,98.80160000000001
27.0,17.0,5.4933000000000005,-18.0,72.35955000000001
27.0,18.0,4.3682,-18.0,57.170700000000004
27.0,19.0,4.4361999999999995,-2.0,59.68869999999999
27.0,20.0,5.6475,29.0,79.14125
27.0,21.0,2.7614,-19.0,35.3789
27.0,22.0,6.1164,-21.0,80.4714
27.0,23.0,6.9945,18.0,96.22575
27.0,24.0,6.6105,17.0,90.94175
27.0,25.0,5.9764,21.0,82.78139999999999
27.0,26.0,4.3325,28.0,61.28874999999999
27.0,28.0,3.371,-4.0,45.1085
27.0,29.0,4.7116999999999996,10.0,64.60794999999999
27.0,30.0,4.4734,-20.0,58.390899999999995
27.0,31.0,3.1471,-3.0,42.18585
27.0,32.0,4.307600000000001,24.0,60.552600000000005
27.0,33.0,5.028,25.0,70.378
27.0,34.0,6.2491,-17.0,82.66285
27.0,35.0,6.5036000000000005,-2.0,87.5986
27.0,36.0,1.2450999999999999,-5.0,16.30885
27.0,37.0,8.674,-2.0,116.89899999999999
27.0,38.0,4.5579,10.0,62.53165
27.0,39.0,2.5071,-4.0,33.44585
28.0,0.0,4.394,10.0,60.319
28.0,1.0,1.7643,-24.0,21.41805
28.0,2.0,7.8464,-20.0,103.9264
28.0,3.0,4.105,11.0,56.517500000000005
28.0,4.0,3.3565,28.0,48.11275
28.0,5.0,4.401,-4.0,59.0135
28.0,6.0,2.9443,16.0,41.34805
28.0,7.0,5.958699999999999,38.0,84.24244999999999
28.0,8.0,4.601100000000001,20.0,64.11485000000002
28.0,9.0,3.9063000000000003,-15.0,51.23505
28.0,10.0,5.0261000000000005,-15.0,66.35235
28.0,11.0,10.6723,0.0,144.07605
28.0,12.0,10.652299999999999,-3.0,143.50604999999996
28.0,13.0,11.6555,0.0,157.34925
28.0,14.0,12.171299999999999,-8.0,163.51254999999998
28.0,15.0,5.386699999999999,8.0,73.52044999999998
28.0,16.0,4.6617,9.0,63.83295
28.0,17.0,7.1786,-14.0,95.5111
28.0,18.0,5.996899999999999,-14.0,79.55814999999998
28.0,19.0,4.536899999999999,2.0,61.44814999999999
28.0,20.0,3.5076,33.0,50.6526
28.0,21.0,3.2289,-15.0,42.09015
28.0,22.0,6.217,-17.0,82.22949999999999
28.0,23.0,7.0952,22.0,97.9852
28.0,24.0,5.4595,21.0,75.80324999999999
28.0,25.0,3.233,25.0,46.1455
28.0,26.0,2.197,32.0,32.859500000000004
28.0,27.0,2.4738,4.0,33.7963
28.0,29.0,3.2965999999999998,14.0,45.90409999999999
28.0,30.0,5.081300000000001,-16.0,66.99755000000002
28.0,31.0,4.178100000000001,1.0,56.50435000000001
28.0,32.0,2.1721,28.0,32.123349999999995
28.0,33.0,7.3357,29.0,101.93195
28.0,34.0,6.3218000000000005,-13.0,84.0443
28.0,35.0,6.8715,2.0,92.96525000000001
28.0,36.0,2.3956,-1.0,32.2406
28.0,37.0,9.028799999999999,2.0,122.08879999999998
28.0,38.0,4.5796,14.0,63.2246
28.0,39.0,4.8148,0.0,64.9998
29.0,0.0,1.3393,-4.0,17.68055
29.0,1.0,5.0737,-38.0,64.69494999999999
29.0,2.0,5.718100000000001,-34.0,73.79435000000001
29.0,3.0,3.5770999999999997,-3.0,47.99085
29.0,4.0,2.6101,14.0,36.63635
29.0,5.0,4.6776,-18.0,61.3476
29.0,6.0,1.9715,2.0,26.81525
29.0,7.0,6.6948,24.0,92.77980000000001
29.0,8.0,1.8139,6.0,25.087650000000004
29.0,9.0,6.5572,-29.0,85.62219999999999
29.0,10.0,7.813,-29.0,102.57549999999999
29.0,11.0,9.1622,-14.0,122.2897
29.0,12.0,8.3717,-17.0,111.31795000000001
29.0,13.0,8.9125,-14.0,118.91874999999999
29.0,14.0,10.661299999999999,-22.0,141.72755
29.0,15.0,5.8437,-6.0,78.28995
29.0,16.0,5.1433,-5.0,68.93455
29.0,17.0,6.010800000000001,-28.0,78.34580000000001
29.0,18.0,4.704,-28.0,60.704
29.0,19.0,5.94,-12.0,78.99000000000001
29.0,20.0,4.9453000000000005,19.0,68.66155
29.0,21.0,6.5383000000000004,-29.0,85.36705
29.0,22.0,8.8015,-31.0,115.72025000000002
29.0,23.0,9.355799999999999,8.0,127.10329999999998
29.0,24.0,2.4046999999999996,7.0,33.16345
29.0,25.0,3.8513,11.0,53.09255
29.0,26.0,3.1888,18.0,44.8488
29.0,27.0,4.5024,-10.0,59.782399999999996
29.0,28.0,4.2768999999999995,-14.0,56.33814999999999
29.0,30.0,3.5147,-30.0,44.44845
29.0,31.0,2.7963,-13.0,36.450050000000005
29.0,32.0,1.5985,14.0,22.97975
29.0,33.0,6.7545,15.0,92.68575
29.0,34.0,3.7098,-27.0,47.382299999999994
29.0,35.0,4.2595,-12.0,56.30325
29.0,36.0,4.026,-15.0,52.851
29.0,37.0,6.4168,-12.0,85.4268
29.0,38.0,8.0269,0.0,108.36314999999999
29.0,39.0,7.5391,-14.0,100.37785
30.0,0.0,4.1425,26.0,58.52375
30.0,1.0,5.8908000000000005,-8.0,78.7258
30.0,2.0,2.937,-4.0,39.2495
30.0,3.0,7.2721,27.0,100.87335
30.0,4.0,6.3051,44.0,89.51885000000001
30.0,5.0,2.5776999999999997,12.0,35.99895
30.0,6.0,4.8136,32.0,68.1836
30.0,7.0,3.5171,54.0,52.88085
30.0,8.0,5.5248,36.0,78.1848
30.0,9.0,7.158399999999999,1.0,96.73839999999998
30.0,10.0,8.748700000000001,1.0,118.20745000000001
30.0,11.0,5.762899999999999,16.0,79.39914999999998
30.0,12.0,5.7428,13.0,78.8278
30.0,13.0,6.7461,16.0,92.67235
30.0,14.0,7.2619,8.0,98.83565
30.0,15.0,9.277299999999999,24.0,127.64354999999999
30.0,16.0,8.552299999999999,25.0,117.95604999999999
30.0,17.0,2.7795,2.0,37.72325000000001
30.0,18.0,1.4727000000000001,2.0,20.08145
30.0,19.0,8.2595,18.0,113.30324999999999
30.0,20.0,7.414899999999999,49.0,105.00115
30.0,21.0,6.5847,1.0,88.99345
30.0,22.0,9.9396,-1.0,134.08460000000002
30.0,23.0,10.8178,38.0,149.8403
30.0,24.0,5.5131000000000006,37.0,78.12685
30.0,25.0,6.8703,41.0,96.84905
30.0,26.0,5.658399999999999,48.0,81.18839999999999
30.0,27.0,4.1751000000000005,20.0,58.363850000000006
30.0,28.0,6.8413,16.0,93.95755
30.0,29.0,4.230600000000001,30.0,60.11310000000001
30.0,31.0,1.6805,17.0,24.38675
30.0,32.0,5.278899999999999,44.0,75.66515
30.0,33.0,3.5231999999999997,45.0,52.063199999999995
30.0,34.0,2.0045,3.0,27.360750000000003
30.0,35.0,3.2645,18.0,45.870749999999994
30.0,36.0,3.1518,15.0,44.0493
30.0,37.0,4.8917,18.0,67.83794999999999
30.0,38.0,8.344700000000001,30.0,115.65345000000002
30.0,39.0,6.3304,16.0,87.0604
31.0,0.0,2.462,9.0,34.137
31.0,1.0,5.0921,-25.0,66.24335
31.0,2.0,4.4573,-21.0,58.07355
31.0,3.0,5.591600000000001,10.0,76.48660000000001
31.0,4.0,4.6247,27.0,65.13345
31.0,5.0,2.6703,-5.0,35.54905
31.0,6.0,3.0871,15.0,43.17585
31.0,7.0,4.6875,37.0,66.98125
31.0,8.0,3.8443,19.0,53.798049999999996
31.0,9.0,6.3597,-16.0,84.25595000000001
31.0,10.0,7.9501,-16.0,105.72635000000001
31.0,11.0,7.2832,-1.0,98.2232
31.0,12.0,7.2631000000000006,-4.0,97.65185
31.0,13.0,8.266399999999999,-1.0,111.4964
31.0,14.0,8.782200000000001,-9.0,117.65970000000002
31.0,15.0,8.2171,7.0,111.63085000000001
31.0,16.0,7.4921999999999995,8.0,101.9447
31.0,17.0,4.0035,-15.0,52.54725
31.0,18.0,2.6967,-15.0,34.90545
31.0,19.0,7.3495,1.0,99.31824999999999
31.0,20.0,6.3547,32.0,88.98845
31.0,21.0,5.7861,-16.0,76.51235000000001
31.0,22.0,9.141,-18.0,121.6035
31.0,23.0,10.019200000000001,21.0,137.35920000000002
31.0,24.0,3.8326,20.0,53.7401
31.0,25.0,5.8101,24.0,80.83635000000001
31.0,26.0,4.598199999999999,31.0,65.17569999999999
31.0,27.0,3.4114,3.0,46.353899999999996
31.0,28.0,5.7811,-1.0,77.94485000000002
31.0,29.0,2.5502,13.0,35.72769999999999
31.0,30.0,1.6921,-17.0,21.14335
31.0,32.0,3.5984000000000003,27.0,51.278400000000005
31.0,33.0,4.747199999999999,28.0,66.88719999999999
31.0,34.0,3.176,-14.0,41.476000000000006
31.0,35.0,3.7257,1.0,50.39695
31.0,36.0,2.6087,-2.0,35.01745
31.0,37.0,5.882899999999999,1.0,79.51914999999998
31.0,38.0,7.5826,13.0,103.6651
31.0,39.0,5.5318000000000005,-1.0,74.57930000000002
32.0,0.0,3.1344000000000003,-18.0,40.51440000000001
32.0,1.0,4.0853,-52.0,49.95155
32.0,2.0,6.826899999999999,-48.0,87.36314999999999
32.0,3.0,3.0913000000000004,-17.0,40.03255
32.0,4.0,2.0191,0.0,27.257849999999998
32.0,5.0,4.396,-32.0,56.145999999999994
32.0,6.0,1.9247999999999998,-12.0,24.784799999999997
32.0,7.0,6.461600000000001,10.0,88.23160000000001
32.0,8.0,3.1847,-8.0,42.19345
32.0,9.0,5.5688,-43.0,70.87880000000001
32.0,10.0,6.2125,-43.0,79.56875000000001
32.0,11.0,9.6528,-28.0,127.51279999999998
32.0,12.0,9.6328,-31.0,126.9428
32.0,13.0,10.6361,-28.0,140.78735
32.0,14.0,11.1519,-36.0,146.95065
32.0,15.0,5.2863999999999995,-20.0,69.3664
32.0,16.0,4.3011,-19.0,56.16485
32.0,17.0,6.3731,-42.0,81.83685
32.0,18.0,5.0663,-42.0,64.19505
32.0,19.0,4.339600000000001,-26.0,55.98460000000001
32.0,20.0,3.3449,5.0,45.65615
32.0,21.0,5.5499,-43.0,70.62365
32.0,22.0,7.2011,-45.0,92.71485
32.0,23.0,7.7553,-6.0,104.09655000000001
32.0,24.0,4.1998,-7.0,55.997299999999996
32.0,25.0,2.6976999999999998,-3.0,36.11895
32.0,26.0,1.5884,4.0,21.8434
32.0,27.0,3.514,-24.0,45.039
32.0,28.0,3.2885,-28.0,41.594750000000005
32.0,29.0,1.9890999999999999,-14.0,25.452849999999998
32.0,30.0,4.0618,-44.0,50.4343
32.0,31.0,3.1586,-27.0,39.94109999999999
32.0,33.0,7.1168000000000005,1.0,96.1768
32.0,34.0,5.3023,-41.0,67.48105
32.0,35.0,5.852,-26.0,76.40200000000002
32.0,36.0,3.0376,-29.0,38.1076
32.0,37.0,8.0093,-26.0,105.52555
32.0,38.0,7.0385,-14.0,93.61975
32.0,39.0,5.9141,-28.0,77.04035
33.0,0.0,6.7364,-19.0,89.0414
33.0,1.0,6.2333,-53.0,78.84955000000001
33.0,2.0,3.9149000000000003,-49.0,47.951150000000005
33.0,3.0,9.6447,-18.0,128.40345
33.0,4.0,8.8962,-1.0,119.99870000000001
33.0,5.0,3.884,-33.0,49.134
33.0,6.0,6.8915,-13.0,91.73525
33.0,7.0,1.8693,9.0,26.13555
33.0,8.0,8.1187,-9.0,108.70245
33.0,9.0,7.051,-44.0,90.7885
33.0,10.0,9.0912,-44.0,118.3312
33.0,11.0,6.4961,-29.0,84.79735
33.0,12.0,6.476100000000001,-32.0,84.22735
33.0,13.0,7.4794,-29.0,98.0719
33.0,14.0,7.9952,-37.0,104.23519999999999
33.0,15.0,11.3551,-21.0,151.19385
33.0,16.0,10.6302,-20.0,141.5077
33.0,17.0,2.8504,-43.0,34.180400000000006
33.0,18.0,2.4059,-43.0,28.17965
33.0,19.0,8.602,-27.0,113.427
33.0,20.0,9.492700000000001,4.0,128.55145000000002
33.0,21.0,6.4431,-44.0,82.58185
33.0,22.0,8.9542,-46.0,116.2817
33.0,23.0,10.448799999999999,-7.0,140.3588
33.0,24.0,8.107,-8.0,108.6445
33.0,25.0,8.9481,-4.0,120.39935
33.0,26.0,7.7362,3.0,104.7387
33.0,27.0,5.1864,-25.0,67.5164
33.0,28.0,7.5368,-29.0,98.8468
33.0,29.0,6.8246,-15.0,90.63210000000001
33.0,30.0,3.8573000000000004,-45.0,47.573550000000004
33.0,31.0,4.2744,-28.0,54.9044
33.0,32.0,7.6081,-1.0,102.60935
33.0,34.0,5.2364,-42.0,66.4914
33.0,35.0,5.7362,-27.0,74.7387
33.0,36.0,4.4582,-30.0,57.1857
33.0,37.0,5.624899999999999,-27.0,73.23615
33.0,38.0,5.4112,-15.0,71.5512
33.0,39.0,4.4769,-29.0,57.538149999999995
34.0,0.0,3.1210999999999998,23.0,44.43485
34.0,1.0,7.3052,-11.0,97.5202
34.0,2.0,2.2498,-7.0,29.6723
34.0,3.0,7.3662,24.0,101.84370000000001
34.0,4.0,6.3991999999999996,41.0,90.48919999999998
34.0,5.0,4.1388,9.0,56.773799999999994
34.0,6.0,5.0235,29.0,70.71725
34.0,7.0,5.0783000000000005,51.0,73.65705
34.0,8.0,4.5034,33.0,64.0959
34.0,9.0,8.572799999999999,-2.0,115.53279999999998
34.0,10.0,10.163200000000002,-2.0,137.00320000000002
34.0,11.0,5.693899999999999,13.0,78.16765
34.0,12.0,5.6739,10.0,77.59765
34.0,13.0,6.2749,13.0,86.01114999999999
34.0,14.0,7.193,5.0,97.60549999999999
34.0,15.0,9.6328,21.0,132.1428
34.0,16.0,8.9324,22.0,122.78739999999999
34.0,17.0,3.1620999999999997,-1.0,42.58834999999999
34.0,18.0,3.0338000000000003,-1.0,40.856300000000005
34.0,19.0,9.344700000000001,15.0,127.65345000000002
34.0,20.0,8.35,46.0,117.32499999999999
34.0,21.0,7.9992,-2.0,107.7892
34.0,22.0,11.3541,-4.0,152.88035
34.0,23.0,12.232299999999999,35.0,168.63604999999998
34.0,24.0,4.2643,34.0,60.968050000000005
34.0,25.0,7.6404,38.0,106.94539999999999
34.0,26.0,6.5935,45.0,93.51225
34.0,27.0,5.589600000000001,17.0,77.15960000000001
34.0,28.0,7.6755,13.0,104.91925
34.0,29.0,4.3247,27.0,61.08345
34.0,30.0,1.9712,-3.0,26.3112
34.0,31.0,2.6749,14.0,37.51115
34.0,32.0,5.389600000000001,41.0,76.8596
34.0,33.0,5.0844,42.0,72.8394
34.0,35.0,1.6218,15.0,23.394299999999998
34.0,36.0,4.8218000000000005,12.0,66.2943
34.0,37.0,3.7791,15.0,52.51785
34.0,38.0,9.7957,27.0,134.94195
34.0,39.0,7.7448999999999995,13.0,105.85614999999999
35.0,0.0,3.2451,8.0,44.60885
35.0,1.0,7.9783,-26.0,105.10705
35.0,2.0,2.4162,-22.0,30.418699999999998
35.0,3.0,7.4901,9.0,102.01635
35.0,4.0,6.5232,26.0,90.66319999999999
35.0,5.0,5.5564,-6.0,74.4114
35.0,6.0,5.1475,14.0,70.89125
35.0,7.0,6.487100000000001,36.0,91.17585000000001
35.0,8.0,4.6274,18.0,64.26989999999999
35.0,9.0,9.245899999999999,-17.0,123.11964999999998
35.0,10.0,10.836200000000002,-17.0,144.58870000000005
35.0,11.0,5.5326,-2.0,74.4901
35.0,12.0,4.8528,-5.0,65.0128
35.0,13.0,5.3936,-2.0,72.6136
35.0,14.0,6.9514,-10.0,92.84389999999999
35.0,15.0,9.7567,6.0,132.31545
35.0,16.0,9.056299999999998,7.0,122.96004999999998
35.0,17.0,4.0177,-16.0,52.638949999999994
35.0,18.0,4.4426000000000005,-16.0,58.3751
35.0,19.0,9.4687,0.0,127.82745
35.0,20.0,8.4739,31.0,117.49765
35.0,21.0,8.6722,-17.0,115.3747
35.0,22.0,12.0272,-19.0,160.4672
35.0,23.0,12.905299999999999,20.0,176.22154999999998
35.0,24.0,4.3883,19.0,61.14205
35.0,25.0,7.7643,23.0,107.11805
35.0,26.0,6.7175,30.0,93.68625
35.0,27.0,6.2975,2.0,85.21625
35.0,28.0,7.7995,-2.0,105.09325
35.0,29.0,4.4487,12.0,61.25745
35.0,30.0,3.38,-18.0,43.83
35.0,31.0,3.2626999999999997,-1.0,43.94644999999999
35.0,32.0,5.5135,26.0,77.03224999999999
35.0,33.0,6.132,27.0,85.482
35.0,34.0,1.6502999999999999,-15.0,20.779049999999998
35.0,36.0,5.4948999999999995,-3.0,73.88114999999999
35.0,37.0,2.8978,0.0,39.1203
35.0,38.0,10.4687,12.0,142.52745
35.0,39.0,8.4179,-2.0,113.44165
36.0,0.0,4.0746,11.0,56.1071
36.0,1.0,4.2657,-23.0,55.28695
36.0,2.0,5.6501,-19.0,74.37635
36.0,3.0,5.0126,12.0,68.87010000000001
36.0,4.0,4.2641,29.0,60.46535
36.0,5.0,1.8439,-3.0,24.59265
36.0,6.0,2.2594000000000003,17.0,32.2019
36.0,7.0,3.9094,39.0,56.6769
36.0,8.0,4.850899999999999,21.0,67.58714999999998
36.0,9.0,5.5333000000000006,-14.0,73.29955
36.0,10.0,7.1236999999999995,-14.0,94.76995
36.0,11.0,8.476,1.0,114.52600000000001
36.0,12.0,8.456,-2.0,113.95599999999999
36.0,13.0,9.459299999999999,1.0,127.80054999999999
36.0,14.0,9.975100000000001,-7.0,133.96385000000004
36.0,15.0,6.7231000000000005,9.0,91.66185000000002
36.0,16.0,5.9981,10.0,81.97435
36.0,17.0,4.6213999999999995,-13.0,61.088899999999995
36.0,18.0,3.4398,-13.0,45.1373
36.0,19.0,5.8553999999999995,3.0,79.3479
36.0,20.0,4.860600000000001,34.0,69.01810000000002
36.0,21.0,4.9597,-14.0,65.55595
36.0,22.0,8.3146,-16.0,110.64710000000001
36.0,23.0,9.1928,23.0,126.4028
36.0,24.0,5.4452,22.0,75.7102
36.0,25.0,4.316,26.0,60.866
36.0,26.0,3.1041999999999996,33.0,45.20669999999999
36.0,27.0,1.9173,5.0,26.38355
36.0,28.0,4.287,1.0,57.9745
36.0,29.0,3.5464,15.0,49.376400000000004
36.0,30.0,2.885,-15.0,37.4475
36.0,31.0,1.9818,2.0,26.9543
36.0,32.0,2.976,29.0,43.076
36.0,33.0,5.0522,30.0,71.2047
36.0,34.0,4.6608,-12.0,61.7208
36.0,35.0,5.3383,3.0,72.36705
36.0,37.0,7.6048,3.0,102.9648
36.0,38.0,6.7562,15.0,92.7087
36.0,39.0,4.7054,1.0,63.6229
37.0,0.0,5.5133,8.0,75.22955
37.0,1.0,9.9776,-26.0,132.09760000000003
37.0,2.0,2.2207,-22.0,27.77945
37.0,3.0,9.552299999999999,9.0,129.85604999999998
37.0,4.0,8.5854,26.0,118.5029
37.0,5.0,6.918399999999999,-6.0,92.7984
37.0,6.0,7.2097,14.0,98.73095
37.0,7.0,6.3925,36.0,89.89874999999999
37.0,8.0,6.8956,18.0,94.89059999999999
37.0,9.0,11.2452,-17.0,150.11020000000002
37.0,10.0,12.8355,-17.0,171.57925
37.0,11.0,3.1175,-2.0,41.88625
37.0,12.0,2.4377,-5.0,32.40895
37.0,13.0,2.9785,-2.0,40.00975
37.0,14.0,4.5363,-10.0,60.24005
37.0,15.0,11.8189,6.0,160.15515
37.0,16.0,11.1186,7.0,150.8011
37.0,17.0,3.8221999999999996,-16.0,49.99969999999999
37.0,18.0,5.1049,-16.0,67.31615000000001
37.0,19.0,12.3463,0.0,166.67505
37.0,20.0,10.536200000000001,31.0,145.33870000000002
37.0,21.0,10.6715,-17.0,142.36525
37.0,22.0,14.0265,-19.0,187.45775
37.0,23.0,14.9046,20.0,203.2121
37.0,24.0,6.5625,19.0,90.49375
37.0,25.0,9.8265,23.0,134.95775
37.0,26.0,8.7797,30.0,121.52595
37.0,27.0,8.262,2.0,111.73700000000001
37.0,28.0,9.8617,-2.0,132.93295000000003
37.0,29.0,6.5108999999999995,12.0,89.09715
37.0,30.0,4.5756000000000006,-18.0,59.97060000000001
37.0,31.0,5.347300000000001,-1.0,72.08855000000001
37.0,32.0,7.575699999999999,26.0,104.87194999999998
37.0,33.0,5.9365,27.0,82.84275
37.0,34.0,3.6525,-15.0,47.808749999999996
37.0,35.0,2.082,0.0,28.107
37.0,36.0,7.4942,-3.0,100.8717
37.0,38.0,10.7579,12.0,146.43165
37.0,39.0,9.8236,-2.0,132.41860000000003
38.0,0.0,8.476299999999998,-4.0,114.03004999999997
38.0,1.0,2.971,-38.0,36.3085
38.0,2.0,8.634,-34.0,113.15899999999999
38.0,3.0,7.9293000000000005,-3.0,106.74555000000001
38.0,4.0,7.4878,14.0,102.48530000000001
38.0,5.0,4.7283,-18.0,62.032050000000005
38.0,6.0,6.8166,2.0,92.2241
38.0,7.0,5.6287,24.0,78.38745000000002
38.0,8.0,8.4734,6.0,114.9909
38.0,9.0,2.1561999999999997,-29.0,26.208699999999993
38.0,10.0,4.8572,-29.0,62.6722
38.0,11.0,11.2153,-14.0,150.00654999999998
38.0,12.0,11.195200000000002,-17.0,149.43520000000004
38.0,13.0,12.1985,-14.0,163.27974999999998
38.0,14.0,12.7143,-22.0,169.44305
38.0,15.0,8.434899999999999,-6.0,113.27114999999999
38.0,16.0,7.709899999999999,-5.0,103.58364999999999
38.0,17.0,7.471100000000001,-28.0,98.05985000000001
38.0,18.0,6.346,-28.0,82.87100000000001
38.0,19.0,4.8645,-12.0,64.47075
38.0,20.0,6.0758,19.0,83.92330000000001
38.0,21.0,1.7842,-29.0,21.186700000000002
38.0,22.0,4.0594,-31.0,51.7019
38.0,23.0,5.554,8.0,75.779
38.0,24.0,9.3318,7.0,126.6793
38.0,25.0,6.9198,11.0,94.5173
38.0,26.0,5.9329,18.0,81.89415
38.0,27.0,3.6183,-10.0,47.84705
38.0,28.0,4.3144,-14.0,56.8444
38.0,29.0,7.169,0.0,96.7815
38.0,30.0,6.4512,-30.0,84.0912
38.0,31.0,6.3835,-13.0,84.87725
38.0,32.0,6.0443999999999996,14.0,82.9994
38.0,33.0,5.2077,15.0,71.80395
38.0,34.0,8.226899999999999,-27.0,108.36314999999998
38.0,35.0,9.640799999999999,-12.0,128.9508
38.0,36.0,4.5221,-15.0,59.54835
38.0,37.0,10.344100000000001,-12.0,138.44535000000002
38.0,39.0,3.8912,-14.0,51.1312
39.0,0.0,6.8584,10.0,93.5884
39.0,1.0,3.0699,-24.0,39.04365
39.0,2.0,7.3239,-20.0,96.87265000000001
39.0,3.0,7.988300000000001,11.0,108.94205000000001
39.0,4.0,6.4943,28.0,90.47305
39.0,5.0,3.1104000000000003,-4.0,41.5904
39.0,6.0,4.9706,16.0,68.70309999999999
39.0,7.0,3.2901,38.0,48.21634999999999
39.0,8.0,8.2407,20.0,113.24945000000001
39.0,9.0,4.2314,-15.0,55.6239
39.0,10.0,5.9278,-15.0,78.5253
39.0,11.0,9.905100000000001,0.0,133.71885
39.0,12.0,9.8851,-3.0,133.14884999999998
39.0,13.0,10.8883,0.0,146.99204999999998
39.0,14.0,11.4041,-8.0,153.15535
39.0,15.0,9.008899999999999,8.0,122.42014999999998
39.0,16.0,8.284,9.0,112.73400000000001
39.0,17.0,5.8532,-14.0,77.6182
39.0,18.0,4.7282,-14.0,62.4307
39.0,19.0,5.4386,2.0,73.6211
39.0,20.0,6.6498,33.0,93.0723
39.0,21.0,3.3008,-15.0,43.0608
39.0,22.0,6.336600000000001,-17.0,83.84410000000001
39.0,23.0,7.996899999999999,22.0,110.15814999999999
39.0,24.0,8.229,21.0,113.19149999999999
39.0,25.0,6.9787,25.0,96.71245
39.0,26.0,5.3348,32.0,75.2198
39.0,27.0,2.0229,4.0,27.709149999999998
39.0,28.0,4.373399999999999,0.0,59.04089999999999
39.0,29.0,6.4345,14.0,88.26575
39.0,30.0,4.8333,-16.0,63.64955
39.0,31.0,4.7656,1.0,64.4356
39.0,32.0,5.3099,28.0,74.48365
39.0,33.0,4.6671000000000005,29.0,65.90585000000002
39.0,34.0,6.609100000000001,-13.0,87.92285000000001
39.0,35.0,8.0229,2.0,108.50915
39.0,36.0,3.387,-1.0,45.6245
39.0,37.0,9.0339,2.0,122.15764999999999
39.0,38.0,3.3988,14.0,47.2838
